date,equal_weight_available,lagged_tvl_weighted,capped_lagged_tvl_weighted,category_balanced,retrospective_common_history,forward_7d_equal_weight_available,label_7d_equal_weight_available,forward_7d_lagged_tvl_weighted,label_7d_lagged_tvl_weighted,forward_7d_capped_lagged_tvl_weighted,label_7d_capped_lagged_tvl_weighted,forward_7d_category_balanced,label_7d_category_balanced,forward_7d_retrospective_common_history,label_7d_retrospective_common_history
2025-09-08,0.0040975923672167,0.012860936321954055,0.006882879414833629,0.0007374522292399595,0.00345726250736555,0.04807004973367962,0.0,0.05056716377952633,0.0,0.04856875368937762,0.0,0.03989833960698011,0.0,0.03176714861101523,0.0
2025-09-09,0.0032334184430753247,-0.0027454086297338093,0.0008340134899299716,0.003487898372220447,0.0023799103270508836,0.030049945163847708,0.0,0.03842569092173799,0.0,0.03220892370677827,0.0,0.01910278951654056,0.0,0.014966823133087148,0.0
2025-09-10,0.00039486535899734953,-0.001167881457048308,-0.0004885240898640026,-0.0038668907415049534,-0.008157418352500183,0.036553425030902614,0.0,0.036042247998910024,0.0,0.038926823427777126,0.0,0.03120857514466962,0.0,0.026484680583958146,0.0
2025-09-11,0.01543876106312225,0.01162325141353727,0.013259475896627463,0.010894952396590817,0.011038067752331784,0.02919179467732675,0.0,0.04095197433832233,0.0,0.03604842221754431,0.0,0.027888020333013307,0.0,0.025462188333957497,0.0
2025-09-12,0.011597125330170748,0.01655986619991249,0.012276611083423927,0.012910489083922097,0.012078748692503033,0.02262708362893385,0.0,0.029963484948070333,0.0,0.02483454933242526,0.0,0.025490996428191894,0.0,0.02736161889021168,0.0
2025-09-13,0.03469665947079932,0.04217814049466641,0.03908136880744121,0.04009093607407595,0.038264122769653,-0.030366082661195663,0.0,-0.03349005769838494,0.0,-0.03189535604996051,0.0,-0.03391082915291599,0.0,-0.03068023424098123,0.0
2025-09-14,-0.004408626625389325,-0.004852008628978469,-0.0043581180907673895,-0.008257144443621975,-0.009111299592506483,-0.01764281203489578,0.0,-0.015329704753279733,0.0,-0.016066992247026547,0.0,-0.020172429249563518,0.0,-0.01488713222814132,0.0
2025-09-15,-0.01288215330709605,-0.011028795612829241,-0.012036073407413573,-0.015361901134702285,-0.0147249829855168,-0.018979149822795933,0.0,-0.022008163177074366,0.0,-0.01878994706033553,0.0,-0.017777510843741212,0.0,-0.012210780261306701,0.0
2025-09-16,-0.014786686126756586,-0.014886881487522166,-0.015525816492669367,-0.0173076517182191,-0.0144204151508772,-0.040013143321118785,0.0,-0.04908005197163533,0.0,-0.044209009845700635,0.0,-0.035142702573768066,0.0,-0.029104384017831567,0.0
2025-09-17,0.00689834522605225,-0.0035513243798762674,0.006229375631134849,0.008238894886624108,0.003360439098370816,-0.057848868821553226,1.0,-0.05810277632079664,1.0,-0.06294397981441231,1.0,-0.051937497266436136,1.0,-0.041361799190852234,0.0
2025-09-18,0.008077130709546389,0.016532977752949582,0.010381074686394662,0.007574397584934514,0.010015575502331132,-0.05837017455521415,1.0,-0.07119718289255601,1.0,-0.06641006920928366,1.0,-0.05186696662145412,1.0,-0.04512021364354374,0.0
2025-09-19,0.005032414281777851,0.005571376809660488,0.0010627381983048679,0.010513465179100682,0.013978179248757218,-0.10951498593411217,1.0,-0.11649209825286092,1.0,-0.11438619750694254,1.0,-0.11192421676868208,1.0,-0.09886540167646501,1.0
2025-09-20,-0.018296506819330188,-0.021275402151788865,-0.017648536574944557,-0.019310889507031935,-0.019777730361539916,-0.06824325695330799,1.0,-0.06182491907441246,1.0,-0.06589724174027146,1.0,-0.0656935778049223,1.0,-0.05392658166283573,1.0
2025-09-21,0.00831464400091055,0.013308344316126736,0.011470245712166567,0.005481255459730498,0.006681802420333432,-0.08090686921051707,1.0,-0.07165998599394158,1.0,-0.07590142367592362,1.0,-0.08291732657309771,1.0,-0.0677353801607129,1.0
2025-09-22,-0.0142184910949962,-0.017707254036623873,-0.014759028220722554,-0.01296698272887998,-0.012048631018682183,-0.043861285640979214,0.0,-0.026047359449454622,0.0,-0.037472664296591573,0.0,-0.048574803495845364,0.0,-0.03379026044851929,0.0
2025-09-23,-0.03582067962507944,-0.04195877028208313,-0.040944879278034474,-0.03467284344824595,-0.03131401890740207,-0.004251351454678304,0.0,0.02548260767669055,0.0,0.006089387539795666,0.0,-0.016284870093835446,0.0,-0.001235826722776013,0.0
2025-09-24,-0.010937380274382187,-0.012574048729037576,-0.012505594337576819,-0.00855589980604397,-0.00889697607464985,0.004800012576889608,0.0,0.029989654358064076,0.0,0.015015388942804039,0.0,-0.007073935591759412,0.0,0.0053240795968651465,0.0
2025-09-25,0.007555824975885474,0.0034385711811902,0.006914985291523297,0.007644928229916534,0.006257161049639633,0.029730085968747762,0.0,0.06112463983031494,0.0,0.04099412533352931,0.0,0.018782435108398835,0.0,0.03234505721248073,0.0
2025-09-26,-0.046112397097120186,-0.03972353855064443,-0.046913390099353997,-0.04954378496812728,-0.03976700878416407,0.09991286576701668,0.0,0.12172873313275641,0.0,0.11121589546230579,0.0,0.0945153106645666,0.0,0.09612310358124215,0.0
2025-09-27,0.022975222161473997,0.03339177702665961,0.030840419191726514,0.026919749456727843,0.025161089652089384,0.08084753009903788,0.0,0.08972097226174242,0.0,0.08106034232329433,0.0,0.06936545492435313,0.0,0.07490817130675237,0.0
2025-09-28,-0.004348968256298524,0.0034732773965976166,0.0014660637765144076,-0.01174249330844491,-0.00712699607754375,0.08431747266900082,0.0,0.08396457375099235,0.0,0.0811551535914093,0.0,0.08093701396863279,0.0,0.07980432151901601,0.0
2025-09-29,0.02282709247454165,0.02790537250786308,0.02366973115860949,0.02137554034837237,0.02189648869351145,0.06296250540109868,0.0,0.05804047436352205,0.0,0.0599854398393977,0.0,0.06011633055604396,0.0,0.058114163875408034,0.0
2025-09-30,0.003789254561221476,0.00957119684406205,0.0026171725583527695,-0.002382910046236037,0.0012404148183411837,0.09631807454310613,0.0,0.07814910878640295,0.0,0.08554208813709892,0.0,0.09211843546022111,0.0,0.09970141234427451,0.0
2025-10-01,-0.001886016242814275,-0.00806700204766405,-0.0035795929345684447,0.0006550346960320668,-0.0023370697550086834,0.07800860813034255,0.0,0.05574398197500449,0.0,0.06267552398281934,0.0,0.07022206871093158,0.0,0.07891983191706643,0.0
2025-10-02,0.032485898367743626,0.03457355665344107,0.03289372168224857,0.03350129893007478,0.03327813866525522,0.05087664600491999,0.0,0.031027409476299905,0.0,0.03627205560378178,0.0,0.03739956363192299,0.0,0.04803620886116767,0.0
2025-10-03,0.024070382701148727,0.020880554751797037,0.02330838002942249,0.026189090588040486,0.024011037584597352,0.010694645843599485,0.0,-0.023639917733493603,0.0,-0.009602459789262444,0.0,-0.0006361993981158151,0.0,0.008361189063656037,0.0
2025-10-04,0.003909886493495199,0.0013840161556456178,0.0006848660527150439,0.0017698937165143685,0.003946157377599599,-0.09745837597430604,1.0,-0.13771610855023086,1.0,-0.11484090475796956,1.0,-0.10943223487843307,1.0,-0.10321340083657754,1.0
2025-10-05,-0.0008790256863355876,-0.0022831211141524517,0.0015608750446293746,-0.00017093426416526364,-0.0022308458652800997,-0.10720947285913379,1.0,-0.14269983057626193,1.0,-0.12478131402156847,1.0,-0.12436015136083066,1.0,-0.11134346547472572,1.0
2025-10-06,0.0014721252066395123,0.0019812731203927712,0.002500017406597895,0.0005548569357835538,0.00020633104990346648,-0.03887067124815957,0.0,-0.06849269050452418,1.0,-0.053466437827451196,1.0,-0.0468237811950242,0.0,-0.03662680059691219,0.0
2025-10-07,0.03714482370322893,0.02967983126694296,0.028173820856053987,0.029619194857941115,0.042827663287207655,-0.05990917325420745,1.0,-0.08171047136527179,1.0,-0.06685530061239536,1.0,-0.05946710688343794,1.0,-0.06346275837998316,1.0
2025-10-08,-0.020195482655577864,-0.030472128859062513,-0.02644615708884803,-0.021241332053257473,-0.02311865018221675,-0.04969627280614624,0.0,-0.07412278324656268,1.0,-0.05650591748448215,1.0,-0.05132545343893412,1.0,-0.04465220562254017,0.0
2025-10-09,0.005353936242321076,0.00985698415473648,0.006490253303211018,0.0006787938510662101,0.0023945156093564345,-0.08212552229893319,1.0,-0.12201833623607308,1.0,-0.09488239502467895,1.0,-0.07981687127331169,1.0,-0.07739022609931796,1.0
2025-10-10,-0.016111617460171777,-0.03378677245799647,-0.02256613536362173,-0.01184667244199833,-0.015663982212914266,-0.09918181185317555,1.0,-0.10899686001603627,1.0,-0.09675317997629829,1.0,-0.09533160521964652,1.0,-0.09852885056315623,1.0
2025-10-11,-0.10424313532441033,-0.11269217466109165,-0.10455357891599207,-0.10702614176380287,-0.10762843252263397,-0.007322698103953619,0.0,-0.014246615269080443,0.0,-0.005279525035429791,0.0,0.00022153195408166834,0.0,-0.0012489299072861743,0.0
2025-10-12,-0.010630122571163324,-0.0072668431401835334,-0.00837953421896955,-0.015098850746562868,-0.010360910503428284,0.01673020447206331,0.0,0.020259112270848763,0.0,0.024111945066631873,0.0,0.025439294034016846,0.0,0.02380782289472078,0.0
2025-10-13,0.06981092681761372,0.07618841319213053,0.07381489360071519,0.07809122710159001,0.074922995927717,-0.040329717415047955,0.0,-0.05674211566153676,1.0,-0.0416509557212499,0.0,-0.034917429911350176,0.0,-0.040077387025306055,0.0
2025-10-14,0.016106321697181063,0.016462050406195354,0.014784958071109824,0.01697586916952737,0.01599170550413667,-0.05094092266762122,0.0,-0.05729301497135414,1.0,-0.04694161339983762,0.0,-0.05230569280818506,1.0,-0.05242292643647345,1.0
2025-10-15,-0.009982582207516674,-0.022884440740353406,-0.016096773960934823,-0.01309967860875363,-0.004308097424773768,-0.05298550227506338,1.0,-0.06459484703217235,1.0,-0.04681426326496512,0.0,-0.04213531755889909,0.0,-0.05737722147162843,1.0
2025-10-16,-0.027075313250465863,-0.038038568834773946,-0.03188622423698578,-0.027812623983311364,-0.03034350486742135,-0.04043574006331531,0.0,-0.050347914530132654,0.0,-0.03275319730843429,0.0,-0.02826985361006834,0.0,-0.044794605806823484,0.0
2025-10-17,-0.03316790701441415,-0.02076529623795963,-0.024436920315241084,-0.02736140638833316,-0.03680260667675253,-6.251140485401263e-05,0.0,-0.020471613354236383,0.0,-0.0017910921062837017,0.0,0.0032959301635099095,0.0,-0.002669557044128061,0.0
2025-10-18,-0.012384021575188399,-0.017941929914135808,-0.013079923975123572,-0.011473004590074692,-0.010348511866763917,0.03766850942827828,0.0,0.025197652783207125,0.0,0.03860516492297393,0.0,0.04641151891443014,0.0,0.03602598106032819,0.0
2025-10-19,0.013422780004853599,0.02723888439974568,0.02101193588309212,0.010118911333372314,0.014695842298578668,0.025687222580186523,0.0,0.0039944931756970056,0.0,0.02413713286425649,0.0,0.03515593923136241,0.0,0.01913458249324759,0.0
2025-10-20,0.012751004930502477,-0.0008128147402550038,0.008051992812833418,0.01773450315622299,0.011037786007690169,0.04595056258417443,0.0,0.04777951132958597,0.0,0.05324596117128546,0.0,0.05239458826417658,0.0,0.04219959874812805,0.0
2025-10-21,0.005495116444607775,0.015911151096377956,0.009494300392522102,-0.0004123937273075142,0.003646166092969283,0.03408807094784823,0.0,0.027367230862368787,0.0,0.038070913564295324,0.0,0.04519277412827855,0.0,0.032674298866850526,0.0
2025-10-22,-0.012027161814958814,-0.03018627280117159,-0.015969423826062326,-0.002929303359467665,-0.009262392459928749,0.026702148890349952,0.0,0.03191880318400007,0.0,0.03205024727843184,0.0,0.02928846454501173,0.0,0.023302791271852804,0.0
2025-10-23,-0.014525551038717801,-0.023791636332734255,-0.017825158280454945,-0.013947160034480615,-0.017760889202616415,0.0387457347454351,0.0,0.04449205878280297,0.0,0.04882915200314142,0.0,0.036713973683293384,0.0,0.029431435122438385,0.0
2025-10-24,0.00720532164404715,0.009111004937936639,0.006525184886909504,0.00420437738524509,0.0053224420859429,0.01290749917538725,0.0,0.014700033038892106,0.0,0.024167328388870025,0.0,0.011103934388301491,0.0,0.0036401594791304857,0.0
2025-10-25,0.025346999257943887,0.027727336223307707,0.027316333054134063,0.03164258416084554,0.028347026237692335,-0.008077828253068957,0.0,-0.007185360944229036,0.0,0.0006122924128825593,0.0,-0.0182870381311714,0.0,-0.020125519927293944,0.0
2025-10-26,0.0014414931567618494,0.006035724792235556,0.006543903824374674,-0.0011366683496954206,-0.0021955562685019333,-0.007307938480810218,0.0,-0.013116096713653711,0.0,-0.006431497229681289,0.0,-0.01503304099391832,0.0,-0.014065003175223481,0.0
2025-10-27,0.03301434493449039,0.04297220341363396,0.03716082111986239,0.03497315218903717,0.03410280226257063,-0.038316426272680934,0.0,-0.054255984654986045,1.0,-0.04180307654823239,0.0,-0.04759991721908665,0.0,-0.04553591565623662,0.0
2025-10-28,-0.006367375191718437,-0.004501129370839228,-0.005680747214468034,-0.007614207863205544,-0.005879133788308249,-0.07909032414395217,1.0,-0.10794262758345673,1.0,-0.0848167774766434,1.0,-0.0867641419376319,1.0,-0.0912610683369893,1.0
2025-10-29,-0.019413083872457087,-0.025634700479540314,-0.021990090111925816,-0.018833612942734487,-0.018633900054926465,-0.1280596509184782,1.0,-0.17156885966709814,1.0,-0.14793324670499855,1.0,-0.13327983632815696,1.0,-0.1375799419209907,1.0
2025-10-30,-0.002481965183632662,-0.011218380733931362,-0.0010462535557453512,-0.0065216508961989566,-0.01163224535203085,-0.1127320399073819,1.0,-0.14647532846877392,1.0,-0.13531124901424932,1.0,-0.10974299303998773,1.0,-0.10986795733394583,1.0
2025-10-31,-0.0186329139260007,-0.020681020805974212,-0.0181366387273619,-0.021405661909746812,-0.020468833557364997,-0.11356237474362582,1.0,-0.1480870116179012,1.0,-0.13489332631158205,1.0,-0.09957067000149802,1.0,-0.09964579037293617,1.0
2025-11-01,0.004361671829487693,0.0058419422401865635,0.003761297078146596,0.0022516116413726496,0.0045813468312679165,-0.1078345415085979,1.0,-0.1334407243099437,1.0,-0.12380768316483783,1.0,-0.09201538484099984,1.0,-0.08895620021970062,1.0
2025-11-02,0.0022113829290205875,0.00010498902281087688,-0.0004998858181891722,0.0021173287875576605,0.003864960483568533,-0.1210053874440967,1.0,-0.14565531800579037,1.0,-0.13420351823946144,1.0,-0.10437493619394288,1.0,-0.10247150417703509,1.0
2025-11-03,0.002005857142619675,0.0018323154723016313,0.0017892418013112825,0.002406275963868837,0.0026318897815575,-0.0851562715634669,1.0,-0.1011859739956128,1.0,-0.09366467645305178,1.0,-0.0666459932506746,1.0,-0.0679827787256634,1.0
2025-11-04,-0.04714127306298968,-0.05818777229930991,-0.04869444814287904,-0.046778432581750795,-0.05160428646906093,-0.028606478371984437,0.0,-0.043584254487831806,0.0,-0.04802001348246572,0.0,-0.005535640723792524,0.0,-0.0028981122900805373,0.0
2025-11-05,-0.06838241064698311,-0.08926093256318174,-0.08510655934028097,-0.06534930733325954,-0.06495277363892789,0.009119689895309181,0.0,0.014837575591715134,0.0,0.006789140528072522,0.0,0.028282277909975617,0.0,0.033272830305449363,0.0
2025-11-06,0.012845645827463637,0.013875150464392865,0.011575744135003872,0.01701519239197026,0.01607973923501405,-0.006303749383290933,0.0,0.003151835936807546,0.0,-0.004166761610643092,0.0,0.00900310258918173,0.0,0.01570692693382182,0.0
2025-11-07,-0.019463248762244638,-0.022292703955101485,-0.017718716024694593,-0.011233338871257088,-0.010246666596355349,-0.012046458777914158,0.0,-9.051075454226398e-05,0.0,-0.012883951105029436,0.0,-0.00869050276388034,0.0,0.003633798500114596,0.0
2025-11-08,0.010089505064515626,0.020488229548144086,0.014846940224890815,0.00980689680187082,0.015270936984503483,-0.03954923469769704,0.0,-0.03799343040089839,0.0,-0.04430345583962677,0.0,-0.03433863123827624,0.0,-0.029598792804322514,0.0
2025-11-09,-0.010959463006478199,-0.012109604673035809,-0.0108957208928128,-0.010242222565385376,-0.00965034347376595,-0.027573572264957078,0.0,-0.023817461491836948,0.0,-0.03026487845344297,0.0,-0.022111296834212264,0.0,-0.022307562591991882,0.0
2025-11-10,0.03785497302324946,0.046301659482479225,0.04232808358772096,0.040135218907137116,0.0371206152329292,-0.08243893412052125,1.0,-0.10033270489188909,1.0,-0.09582413330846298,1.0,-0.07858914102554788,1.0,-0.08001027632922303,1.0
2025-11-11,0.009408520128492786,-0.0005860527915289478,-0.0030497851722930108,0.014331919945131288,0.013480379966521919,-0.11024800204424917,1.0,-0.11837593243632157,1.0,-0.11205234352377039,1.0,-0.11204853246137828,1.0,-0.11045595626745447,1.0
2025-11-12,-0.03065624237968949,-0.0308391024836348,-0.03029740532974272,-0.0315313886994914,-0.028781831043397984,-0.0654813341204858,1.0,-0.06354832456651202,1.0,-0.06541077076337462,1.0,-0.06694774324544735,1.0,-0.06377103608003229,1.0
2025-11-13,-0.002577793451136475,0.0021894108094852793,0.0006198419962882608,-0.002263982928823627,-0.0014861641366135,-0.08958274691510183,1.0,-0.09114033099540496,1.0,-0.0968791029391821,1.0,-0.09630303901318038,1.0,-0.09009693831754358,1.0
2025-11-14,-0.02520595815686786,-0.0255350506464513,-0.02643590551908094,-0.02892694422431916,-0.022319795030062567,-0.09984878885372969,1.0,-0.10244147818913608,1.0,-0.1072795667869827,1.0,-0.09803449160323835,1.0,-0.09198473482088297,1.0
2025-11-15,-0.01741327085526726,-0.017414690098212036,-0.016572564509706515,-0.01584123167252508,-0.017961654319933632,-0.11285881131668721,1.0,-0.11353501500174665,1.0,-0.12301716178718644,1.0,-0.11333776692454506,1.0,-0.10593886858298548,1.0
2025-11-16,0.0010161994262617622,0.0020663642360256303,0.0031428564933709993,0.0019851118386785996,-0.002359113261435317,-0.11290718666166766,1.0,-0.12951547453240841,1.0,-0.1281745664018924,1.0,-0.10782673644821761,1.0,-0.1042310837074066,1.0
2025-11-17,-0.017010388832314725,-0.03021358391757291,-0.023231171267299046,-0.016342625284198498,-0.02058209850430195,-0.08389580948569494,1.0,-0.07708004703268319,1.0,-0.09052538690701184,1.0,-0.08657642940656776,1.0,-0.07563705606661147,1.0
2025-11-18,-0.018400547795235114,-0.018629280335961437,-0.019277995387600413,-0.019127471490699106,-0.016965299971709515,-0.029544654006518817,0.0,-0.017368085576649206,0.0,-0.029506025946176066,0.0,-0.02674960600771216,0.0,-0.020806133280765922,0.0
2025-11-19,0.014110425544073863,0.023988505386174752,0.016344167430653034,0.013569400516439525,0.0179030891440242,-0.04420105666799824,0.0,-0.03789196595362814,0.0,-0.0466848135348261,0.0,-0.04187277005536858,0.0,-0.03632954359607368,0.0
2025-11-20,-0.0266792062457525,-0.025402595619407664,-0.03084849017951923,-0.03161927869655667,-0.0278120663741248,0.010790812733116887,0.0,0.00933770791166372,0.0,0.01197759516298158,0.0,0.02172576522694463,0.0,0.01935849190022549,0.0
2025-11-21,-0.03547200009549571,-0.036836197840182425,-0.036836369366881526,-0.030658396814377133,-0.024207591533401965,0.041484977586237606,0.0,0.04348684202886222,0.0,0.04196994701280713,0.0,0.04370595346194424,0.0,0.03676649164219961,0.0
2025-11-22,-0.030423293318224784,-0.0285082269108226,-0.032310159509910265,-0.03114450699383178,-0.031915788082036135,0.07940086762336444,0.0,0.07990976273607156,0.0,0.08640565484021195,0.0,0.08821341487490644,0.0,0.07980357434290605,0.0
2025-11-23,0.0009678240812813115,-0.013914095294636128,-0.002014548121334987,0.0074961423150060585,-0.000651328385856418,0.07465715128807225,0.0,0.08303845665170476,0.0,0.08268603479200484,0.0,0.07615934886362424,0.0,0.07422253483693118,0.0
2025-11-24,0.012000988343658,0.0222218435821523,0.01441800822758153,0.004907681757451356,0.008011929136493165,0.05751077502105482,0.0,0.056060064111137675,0.0,0.06182427138911567,0.0,0.06550802579801554,0.0,0.06275297469773188,0.0
2025-11-25,0.03595060768394101,0.041082681120072545,0.041741365573235385,0.040699351908156475,0.037865622814136045,-0.012746983430885355,0.0,-0.02975495176157647,0.0,-0.018036649682393407,0.0,-0.008409313602810203,0.0,-0.007168100990675299,0.0
2025-11-26,-0.0005459771174055625,0.0034646250091958175,-0.0008346201579969973,-0.001553763531216883,0.002379678828716434,0.03191315438934173,0.0,0.012074993777700486,0.0,0.029398330535065957,0.0,0.03825024466423464,0.0,0.03171622554827082,0.0
2025-11-27,0.028312663155362627,0.021827078245884198,0.02781391851828844,0.03197925658575653,0.02787596912217437,0.042526215896021534,0.0,0.03784021851408481,0.0,0.043820251750430174,0.0,0.04666576245288217,0.0,0.045529599896035666,0.0
2025-11-28,-0.004777835242374988,-0.0026870637229839144,-0.00684401751705597,-0.008678208579377521,-0.006799591791427851,0.03224993006456624,0.0,0.02538735371485806,0.0,0.03536864064452075,0.0,0.04046789420192487,0.0,0.0370305521907746,0.0
2025-11-29,0.007492596718902043,0.007914693796386731,0.012125548317494562,0.013362954419130414,0.0111212946186703,0.0006509837840808393,0.0,0.000804964811622462,0.0,0.001657575174020199,0.0,0.0022774725611948293,0.0,0.006337043028771288,0.0
2025-11-30,-0.0037758922540108873,-0.01078540137900294,-0.005734168169542088,-0.004557923696276143,-0.006232367891831282,0.0093891077421201,0.0,0.015655932602642503,0.0,0.011485834879378022,0.0,0.01206141955049135,0.0,0.017949990630467934,0.0
2025-12-01,-0.005145387923359425,-0.004756548958414761,-0.006443755175307665,-0.00574364130815732,-0.00345763100270615,0.020949499417700537,0.0,0.025878730091350537,0.0,0.02381988846405965,0.0,0.023065300560636857,0.0,0.027189907381101434,0.0
2025-12-02,-0.03430715076799916,-0.0447323347526416,-0.038119555498273686,-0.033217987492669285,-0.03205545287427112,0.06171656998911479,0.0,0.07644543131884221,0.0,0.0680185554899987,0.0,0.06752793927071458,0.0,0.06739887321130779,0.0
2025-12-03,0.04411416070282152,0.04529457054847277,0.046600360059462366,0.045105794735827966,0.041264005367662546,0.04822916219090406,0.0,0.0743944133699281,0.0,0.05892754260829121,0.0,0.05784277965617055,0.0,0.06040371014926375,0.0
2025-12-04,0.03892572466204243,0.04759230298226852,0.04223583973365266,0.04039477437440406,0.04168934346993922,0.0049239314355192815,0.0,0.02090851871933566,0.0,0.012197522497003996,0.0,0.013474603917425705,0.0,0.01387806316640625,0.0
2025-12-05,-0.015054121073830286,-0.015139928522210664,-0.015295628622965395,-0.01487607683033482,-0.015298639496688915,0.01674903603187832,0.0,0.026740107092427974,0.0,0.02346812666493661,0.0,0.024643167369447702,0.0,0.026333683362288453,0.0
2025-12-06,-0.024106349561583352,-0.016667695106848863,-0.021585517153005992,-0.024827467221599623,-0.01957221454333302,0.025018825629175602,0.0,0.01151542940427925,0.0,0.020454176511364115,0.0,0.030391839461785065,0.0,0.029904806499428675,0.0
2025-12-07,0.0049622317040283696,0.0040655664120171,0.004094091535815736,0.005226023293020371,0.005380579709865367,0.02387904379025486,0.0,0.015529467347458085,0.0,0.022429297177764068,0.0,0.02963665883365962,0.0,0.02838695363932776,0.0
2025-12-08,0.006415003752221012,0.005466248530293268,0.005890298409373961,0.005260239701988193,0.00578228574792735,0.011224198118355894,0.0,0.01111008156922315,0.0,0.013544238535574429,0.0,0.015619139384795273,0.0,0.018122775571913427,0.0
2025-12-09,0.0064599198034150885,0.005834366474850084,0.006079111527665378,0.011244651217408445,0.008153512955935234,-0.023806157985011706,0.0,-0.02592460169585819,0.0,-0.02298109564905315,0.0,-0.023449096911504538,0.0,-0.01762089380361178,0.0
2025-12-10,0.030626752904610796,0.04324355259955865,0.037509347177754865,0.035420635121283926,0.034268842305618503,-0.09706192129466243,1.0,-0.06871032060308596,1.0,-0.06793186329611414,1.0,-0.13190056456682941,1.0,-0.11082394519217934,1.0
2025-12-11,-0.004379506093342341,-0.005893591668323913,-0.0044941803776345525,-0.003973401364340783,-0.004836303512918266,-0.07073624221695987,1.0,-0.09330049509158178,1.0,-0.08936383537234523,1.0,-0.07958850729610309,1.0,-0.07050222437249504,1.0
2025-12-12,-0.0032290164774712504,-0.009308340149118353,-0.004025024455032786,-0.003707513378312827,-0.002843019300806717,-0.07370767593875174,1.0,-0.0851288142898622,1.0,-0.08935188384228257,1.0,-0.08276415047917418,1.0,-0.07218054653840353,1.0
2025-12-13,-0.015836559964286075,-0.031892372794997584,-0.024599467306578485,-0.019078795129262263,-0.0160010914061928,-0.02649166587899532,0.0,-0.017076811132279983,0.0,-0.0306935851581447,0.0,-0.033257691385783605,0.0,-0.027824472034445935,0.0
2025-12-14,0.003822449865107625,0.008079604355195936,0.006069212202215688,0.00447084266489493,0.0038627268497644506,-0.028225318189488247,0.0,-0.0226895676145363,0.0,-0.03495880829191292,0.0,-0.03610712863648961,0.0,-0.02966413472478317,0.0
2025-12-15,-0.0062398419196779496,0.001046862752058333,-0.002994760232815685,-0.008757279746876158,-0.004481892319486983,-0.01682318023446623,0.0,-0.012876317166222367,0.0,-0.023538679662393154,0.0,-0.021450269833215362,0.0,-0.02036431773584317,0.0
2025-12-16,-0.028570436299952512,-0.031200316790231254,-0.030446222656962202,-0.027823585078891364,-0.027590156419589965,0.013454808958128705,0.0,0.013482285910136456,0.0,0.0053362619554883205,0.0,0.0091222822744878,0.0,0.008914456487212782,0.0
2025-12-17,-0.042629010405039934,0.00045783369233087497,-0.007441420469306119,-0.07303083253404094,-0.05893420908294906,0.04121416262235812,0.0,-0.0015531960734171298,0.0,-0.0037797366530199043,0.0,0.06318632345736594,0.0,0.04956306034911401,0.0
2025-12-18,0.02194617298436022,-0.03048376615681973,-0.025926152453865633,0.04833865590638554,0.03548541730676604,0.019123332090659428,0.0,0.026415792492287985,0.0,0.020916493775872222,0.0,0.013700355246235285,0.0,0.012497926161881969,0.0
2025-12-19,-0.006200450199263113,-0.0011366593473987733,-0.004013072924970131,-0.006883156561383914,-0.0045213414667152,0.02110240653014502,0.0,0.020555194290019653,0.0,0.02007931033173231,0.0,0.01604032827761354,0.0,0.01037965323595515,0.0
2025-12-20,0.03137945009547034,0.036159630362584634,0.034058831377559384,0.030427663964128313,0.028354983097764783,-0.009559790855611861,0.0,-0.013624242493282401,0.0,-0.013014669999595217,0.0,-0.012733726589849226,0.0,-0.015118174573910336,0.0
2025-12-21,0.0020887975546147,0.002466847872939613,0.001803989068447473,0.0016214054141889232,0.0020230641594272164,-0.006460120341064661,0.0,-0.009935718993070063,0.0,-0.009397696045878895,0.0,-0.008538117195451054,0.0,-0.011482914674345517,0.0
2025-12-22,0.005162296035344075,0.010860113200372268,0.008425368396704066,0.005899579056398083,0.004817924669453017,-0.011824915514390672,0.0,-0.01958973250238314,0.0,-0.017916185297110362,0.0,-0.016579926499453508,0.0,-0.018075263583763216,0.0
2025-12-23,0.001707552892642412,-0.00484171371387243,-0.001571281039080723,0.0027489670288117964,0.001688617803465983,-0.02901491421808866,0.0,-0.03253349127945335,0.0,-0.034687802877716264,0.0,-0.034681268225924926,0.0,-0.035332364757123785,0.0
2025-12-24,-0.014869656740810512,-0.014577648291222715,-0.016557419077814342,-0.0189667913511628,-0.018285605221047833,-0.011509032254578926,0.0,-0.01742293111252881,0.0,-0.016259277483693726,0.0,-0.013619005089730504,0.0,-0.017018302249219817,0.0
2025-12-25,-0.00014465754733847502,-0.0025147775911146045,-0.001229922024973505,-0.0011473123047451132,-0.001579716880466,-0.005339817366009763,0.0,-0.0027872882037855446,0.0,-0.00340216144257721,0.0,-0.008816658922925182,0.0,-0.014217733942086601,0.0
2025-12-26,-0.004221375759777525,-0.0069972575496671085,-0.004850256369110045,-0.004543183530005667,-0.006639614392642017,0.008277985702846723,0.0,0.018946149554375832,0.0,0.013307855310907122,0.0,0.005759667742878861,0.0,0.003958080245093151,0.0
2025-12-27,0.0007172527097134625,0.0019801935792825745,0.0009648510462318617,0.0016536090966655535,0.0028571552878993004,0.034430343927351836,0.0,0.041970458822299966,0.0,0.04068920837539232,0.0,0.038463790945455184,0.0,0.031722805745888726,0.0
